#Frame           test    test[Max]
   10410      15.6876      27.4327
   10411      15.7014      27.1151
   10412      18.7673      65.3712
   10413      15.5919      27.2878
   10414      15.7098      27.1953
   10415      18.7325      66.3984
   10416      18.7773      66.5546
   10417      15.6370      26.7431
   10418      15.6502      26.9960
   10419      18.7500      66.4494
   10420      18.7762      66.9205
   10421      18.7988      67.0071
   10422      15.5327      26.9180
   10423      18.9380      67.6566
   10424      15.4944      26.5562
   10425      18.8369      67.2691
   10426      18.8668      67.3527
   10427      15.5987      26.8083
   10428      15.5283      26.7099
   10429      18.8108      67.8947
   10430      19.6092      74.9799
   10431      18.7531      66.7286
   10432      18.7679      66.6076
   10433      18.9465      66.9697
   10434      18.7446      67.1345
   10435      18.6644      66.0861
   10436      19.5771      75.0284
   10437      18.6783      66.7971
   10438      15.5905      27.0825
   10439      15.6388      26.8707
   10440      15.5566      27.1933
   10441      15.6238      26.6492
   10442      15.6057      27.2992
   10443      18.9262      67.2697
   10444      15.5168      26.9417
   10445      15.6493      26.8866
   10446      15.6549      26.8907
   10447      15.6219      27.0445
   10448      15.6363      27.1822
   10449      15.5963      26.9210
   10450      15.6161      27.8725
   10451      15.6247      27.3393
   10452      18.7845      67.2948
   10453      15.6697      26.9212
   10454      15.6043      27.5893
   10455      15.5915      27.1780
   10456      15.5859      26.9802
   10457      15.5393      26.8526
   10458      18.7367      66.4412
   10459      15.6265      26.9123
   10460      15.5964      27.0914
   10461      15.6366      26.8591
   10462      15.5870      27.0677
   10463      15.5910      27.0448
   10464      15.5458      26.7098
   10465      15.6026      27.4494
   10466      15.5625      26.5655
   10467      15.6734      26.5778
   10468      15.6871      26.3802
   10469      18.7633      66.5696
   10470      15.5951      26.5997
   10471      15.5614      27.3507
   10472      15.5549      27.2785
   10473      15.6136      27.0269
   10474      15.5083      26.3593
   10475      15.5936      27.0247
   10476      15.6020      27.1358
   10477      15.4908      26.7382
   10478      15.4986      26.9266
   10479      18.9367      65.9606
   10480      15.5506      27.5325
   10481      15.6345      26.7236
   10482      18.7273      65.7292
   10483      15.5732      26.4206
   10484      18.9951      66.5948
   10485      15.5958      26.7259
   10486      15.6974      27.0449
   10487      15.5384      27.0131
   10488      15.5024      26.6725
   10489      15.5392      26.6742
   10490      15.6386      26.9329
   10491      18.8985      67.2541
   10492      15.5994      27.1383
   10493      15.5676      27.0809
   10494      15.6640      27.0661
   10495      15.5704      26.9839
   10496      15.5925      26.6988
   10497      15.5803      26.9816
   10498      15.6222      27.0095
   10499      15.5299      27.1244
   10500      15.6128      27.0295
   10501      15.6233      26.9961
   10502      18.8632      66.8616
   10503      15.6110      26.5018
   10504      15.5939      27.0290
   10505      15.6413      26.8531
   10506      15.6085      26.8709
   10507      15.6526      26.9902
   10508      18.7367      66.3000
   10509      15.5979      27.0404
   10510      15.6096      27.3421
   10511      15.6292      27.0916
   10512      15.5895      26.7714
   10513      15.6783      27.0446
   10514      15.6200      27.0015
   10515      15.6095      26.8653
   10516      15.6312      27.3652
   10517      15.6616      27.9214
   10518      15.5996      27.2301
   10519      15.7358      27.4624
   10520      15.7110      27.0504
   10521      15.5661      26.8468
   10522      15.5477      27.0947
   10523      15.6313      27.2651
   10524      15.6447      26.9196
   10525      15.5635      26.6452
   10526      15.5470      26.5954
   10527      19.0894      69.4575
   10528      15.6109      26.7586
   10529      19.5044      71.0547
   10530      15.5840      27.0802
   10531      15.6619      26.8687
   10532      15.6519      26.6851
   10533      19.2329      68.5930
   10534      19.1918      68.5704
   10535      15.6179      26.8587
   10536      19.2141      69.1527
   10537      19.5415      71.7891
   10538      15.6692      26.9911
   10539      15.5674      27.2407
   10540      15.7577      27.1861
   10541      15.5388      26.3815
   10542      15.7234      26.8738
   10543      15.6278      26.3478
   10544      15.5334      26.5676
   10545      15.5532      26.9076
   10546      19.1278      69.0632
   10547      15.5452      26.9135
   10548      15.5469      26.6248
   10549      15.5448      27.2714
   10550      15.6947      26.9231
   10551      15.5878      26.9536
   10552      15.5415      26.6475
   10553      15.5291      26.8606
   10554      19.1841      68.7417
   10555      15.5381      26.8968
   10556      15.7128      27.8773
   10557      15.5823      26.5944
   10558      15.5760      26.6757
   10559      15.5489      27.0778
   10560      15.5613      26.7202
   10561      15.5465      27.0545
   10562      19.1540      69.1096
   10563      15.5653      26.7990
   10564      15.6378      27.1060
   10565      19.1491      68.6893
   10566      15.6106      27.1174
   10567      15.6148      27.3598
   10568      19.1162      68.8495
   10569      19.1279      68.4290
   10570      19.1514      69.0754
   10571      15.6553      27.0777
   10572      15.5981      26.5970
   10573      19.1639      68.7759
   10574      15.7153      26.7468
   10575      15.6293      27.2337
   10576      15.6522      27.3609
   10577      18.9783      67.1471
   10578      15.5626      27.2601
   10579      15.5641      26.6671
   10580      19.0797      68.8640
   10581      19.1074      68.7232
   10582      15.6109      27.4776
   10583      19.1552      68.9231
   10584      15.5824      26.6762
   10585      15.6258      26.4361
   10586      19.1714      68.5595
   10587      18.7324      68.1529
   10588      15.6859      26.7950
   10589      15.5967      26.8240
   10590      18.9680      67.5770
   10591      18.6933      68.1995
   10592      15.5655      26.6124
   10593      18.7220      68.0732
   10594      15.6617      26.9095
   10595      15.5651      27.4870
   10596      18.7664      68.5642
   10597      15.5914      26.7455
   10598      15.6329      27.1773
   10599      15.6219      27.2256
   10600      15.6969      26.8005
   10601      15.6695      27.1265
   10602      15.6148      27.1717
   10603      15.6833      27.1887
   10604      15.6377      27.3396
   10605      15.5405      27.3177
   10606      15.6379      27.2482
   10607      15.5986      26.9579
   10608      15.5689      27.0887
   10609      15.6405      27.0749
   10610      15.6541      26.8775
   10611      15.6985      27.2513
   10612      15.5005      26.6565
   10613      19.9052      76.4533
   10614      15.6178      26.9235
   10615      15.5565      26.8304
   10616      15.6199      26.8476
   10617      15.5359      26.7626
   10618      15.5997      27.7359
   10619      15.5975      26.9974
   10620      15.6320      26.9005
   10621      15.6473      26.8339
   10622      15.6517      27.1138
   10623      15.6056      27.1861
   10624      15.5811      26.4969
   10625      15.5333      26.9308
   10626      15.6083      26.9614
   10627      15.6184      27.0209
   10628      15.5384      27.3176
   10629      15.6673      27.0194
   10630      15.6264      26.5199
   10631      15.6108      27.2884
   10632      15.5546      27.3465
   10633      19.8348      75.7554
   10634      15.6625      26.9622
   10635      15.5051      26.9424
   10636      15.5158      26.9763
   10637      15.5633      26.9250
   10638      15.5812      26.9050
   10639      15.5081      26.3199
   10640      15.6680      26.6904
   10641      15.5498      26.8106
   10642      15.6102      26.4533
   10643      20.6674      82.7013
   10644      15.6366      27.1205
   10645      15.7504      27.4071
   10646      15.4874      26.9245
   10647      15.5689      27.4453
   10648      15.6695      27.0938
   10649      15.5946      26.8287
   10650      15.5229      27.3946
   10651      15.5741      26.6759
   10652      15.6104      26.5506
   10653      15.5711      26.8698
   10654      15.5385      27.1452
   10655      15.6773      26.8722
   10656      15.6249      27.3334
   10657      15.6005      27.0035
   10658      15.6033      26.9693
   10659      15.5632      27.0903
   10660      15.5940      27.3043
   10661      19.1783      68.1235
   10662      15.6324      26.9412
   10663      15.5539      27.1129
   10664      15.5982      26.8831
   10665      15.5891      26.2430
   10666      15.5594      27.5131
   10667      15.5631      27.3372
   10668      15.5555      27.0926
   10669      15.6522      27.1546
   10670      19.9217      76.8133
   10671      19.9066      76.7541
   10672      19.9354      76.5642
   10673      15.5754      27.9067
   10674      19.9210      76.6444
   10675      19.8836      76.8839
   10676      19.8960      76.4920
   10677      18.9033      66.1321
   10678      19.9234      76.8057
   10679      15.5877      27.8669
   10680      15.5734      27.5877
   10681      15.5737      27.0303
   10682      15.6377      27.0318
   10683      15.5920      27.4709
   10684      15.6275      26.6807
   10685      15.6214      27.1267
   10686      18.9286      66.5886
   10687      15.6844      27.2271
   10688      15.5774      26.3855
   10689      15.6481      27.2260
   10690      15.6139      27.5650
   10691      15.6085      27.3017
   10692      15.6729      26.8814
   10693      15.5876      27.3153
   10694      15.5831      26.9742
   10695      15.6046      26.5995
   10696      15.6900      27.5194
